time_s,v_m_s,omega_rad_s,clearance_m
2.760000000000000142e+01,-2.521539918431720158e-05,8.749109495719518959e-06,1.308144787791647445e+00
2.770000000000000284e+01,1.001765826382102452e-05,4.677812422195122555e-05,1.308145739304055866e+00
2.780000000000000071e+01,2.417310716227661152e-05,-1.925880060564370833e-05,1.308148035347549198e+00
2.790000000000000213e+01,4.947298524722457472e-06,-6.516893003011281493e-05,1.308148505259050687e+00
2.800000000000000000e+01,-1.960881544870894319e-05,-4.757939255515142990e-05,1.308146642742140875e+00
2.810000000000000142e+01,-1.494015319954068895e-05,8.287928968315171063e-05,1.308145223669793022e+00
2.820000000000000284e+01,2.948263567350184640e-05,-3.263324349721437312e-06,1.308148024034734958e+00
2.830000000000000071e+01,-1.438528576747457634e-05,-1.620394531076999045e-06,1.308146657669220003e+00
2.840000000000000213e+01,-1.528594822621767886e-05,1.256841389643548190e-09,1.308145205755679275e+00
2.850000000000000000e+01,-2.411296370192833258e-06,-3.891737011683851083e-05,1.308144976722219299e+00
2.860000000000000142e+01,8.068806739861726987e-06,1.873103029771585465e-05,1.308145743127027139e+00
2.870000000000000284e+01,7.610535269406398101e-07,-1.373542332244823833e-05,1.308145815414635926e+00
2.880000000000000071e+01,3.003639706028590414e-05,-1.209925419734872443e-05,1.308148668381583057e+00
2.890000000000000213e+01,-2.633373447244631571e-05,1.015641371160305034e-05,1.308146167106049917e+00
2.900000000000000000e+01,6.992282697909505199e-06,-4.221410057889726092e-05,1.308146831258659271e+00
2.910000000000000142e+01,-1.224311888590534983e-05,-6.405202814520512267e-06,1.308145668360814140e+00
2.920000000000000284e+01,3.268573612357763766e-06,3.641974417619136400e-05,1.308145978822381261e+00
2.930000000000000071e+01,7.849356659787518065e-06,3.539274621418547068e-05,1.308146724383303372e+00
2.940000000000000213e+01,1.709275456895247881e-05,-2.866138735471701615e-06,1.308148347914607879e+00
2.950000000000000000e+01,-6.251413810519574135e-06,-6.617396101255782620e-05,1.308147754132759299e+00
2.960000000000000142e+01,-2.857322089934877934e-05,3.199991856958541575e-05,1.308145040139559567e+00
2.970000000000000284e+01,3.160819995449678024e-06,2.815800503459895548e-05,1.308145340365918896e+00
2.980000000000000071e+01,3.954905793324050428e-07,1.984017706395564684e-05,1.308145377931040576e+00
2.990000000000000213e+01,1.161558414665138199e-05,-2.294403654788234465e-05,1.308146481220453961e+00
3.000000000000000000e+01,-4.576782506702506068e-06,7.575134313695351673e-05,1.308146046501064808e+00
3.010000000000000142e+01,6.113716450562153501e-06,-2.457444703918894996e-05,1.308146627202565027e+00
3.020000000000000284e+01,8.378348705175052771e-06,-3.607909282748837654e-05,1.308147423007197663e+00
3.030000000000000071e+01,-7.977080909485649227e-06,-2.367456532734353580e-05,1.308146665315471191e+00
3.040000000000000213e+01,6.196094146502639094e-06,-2.010692389888771997e-05,1.308147253843148228e+00
3.050000000000000000e+01,-2.667603606064839102e-05,4.317762888000637594e-05,1.308144720054233323e+00
3.060000000000000142e+01,2.711561889235302933e-06,4.775422099546552945e-06,1.308144977608055148e+00
3.070000000000000284e+01,-1.580397806221715135e-06,1.347873155326320682e-06,1.308144827496256157e+00
3.080000000000000071e+01,7.451930275243238630e-06,2.650226154059329847e-05,1.308145535307055685e+00
3.090000000000000213e+01,2.198901026004046640e-05,-3.129196996260602548e-05,1.308147623899752920e+00
3.100000000000000000e+01,-3.819077321433198349e-05,2.777234155207451011e-05,1.308143996403735354e+00
3.110000000000000142e+01,4.577737033371605084e-05,1.460405423995333324e-05,1.308148344497992444e+00
3.120000000000000284e+01,-1.473650553952539181e-05,-7.240452273070581424e-05,1.308146944773812992e+00
3.130000000000000071e+01,-2.060630249846946878e-05,-3.226430154706395881e-05,1.308144987511657087e+00
3.140000000000000213e+01,1.651017677699729951e-05,1.620167608008989124e-05,1.308146555710415715e+00
3.150000000000000000e+01,1.794730795977327910e-05,9.836564745756282147e-07,1.308148260412627994e+00
3.160000000000000142e+01,-3.720559030497743239e-05,5.546496053863633757e-05,1.308144726487352472e+00
3.170000000000000284e+01,2.007393124444831721e-05,2.003551137211723870e-05,1.308146633180354623e+00
3.180000000000000071e+01,-2.426679479234630440e-06,-2.840285475203679910e-05,1.308146402685889553e+00
3.190000000000000213e+01,-6.707338833837834038e-06,-4.693092722831207486e-06,1.308145765598922594e+00
3.200000000000000000e+01,1.705164260275109089e-05,1.595555470120229441e-05,1.308147385225075121e+00
3.210000000000000142e+01,-8.915475671134390212e-08,-4.919649316215135570e-05,1.308147376756840785e+00
3.220000000000000284e+01,-1.595226827686238059e-05,3.267424792698786495e-05,1.308145861551540001e+00
3.230000000000000426e+01,-4.764260885315070582e-06,7.562115051595701132e-05,1.308145409024985772e+00
3.239999999999999858e+01,2.207524033259072350e-05,-8.538570097178527912e-05,1.308147505805259403e+00
3.250000000000000000e+01,-2.298113685341275983e-06,-2.279546168251159882e-05,1.308147287522092750e+00
3.260000000000000142e+01,-2.049877492056552050e-05,-1.024634404385264819e-05,1.308145340472872453e+00
3.270000000000000284e+01,-1.207610184651968649e-06,9.012466204787530910e-06,1.308145225769576037e+00
3.280000000000000426e+01,-1.027753148197013862e-05,3.888617854223321013e-05,1.308144249571830731e+00
3.289999999999999858e+01,1.849273608318957075e-05,1.159660889742727269e-05,1.308146006077735679e+00
3.300000000000000000e+01,6.202530385566919907e-06,-6.152989910588636813e-05,1.308146595215984531e+00
3.310000000000000142e+01,-3.447532311251239739e-05,2.421796699074094117e-05,1.308143320621729000e+00
3.320000000000000284e+01,2.563274221124324515e-05,5.500845408515017687e-05,1.308145755312776659e+00
3.330000000000000426e+01,1.326228706979002726e-05,1.514504998114708789e-05,1.308147015010930669e+00
3.339999999999999858e+01,3.370953328956510786e-06,-3.411161019078404882e-05,1.308147335195664063e+00
3.350000000000000000e+01,-1.069828716441048079e-05,2.800759733196690748e-05,1.308146319034467098e+00
3.360000000000000142e+01,9.754221294258798303e-06,1.516525261297755472e-05,1.308147245524086788e+00
3.370000000000000284e+01,-1.060581549849393991e-05,-1.265165083467589130e-05,1.308146238147615437e+00
3.380000000000000426e+01,5.232585311722029800e-06,1.518362949062997125e-05,1.308146735156583196e+00
3.389999999999999858e+01,-3.550254433668008705e-05,-9.497601404229172317e-06,1.308143363004780513e+00
3.400000000000000000e+01,2.959867938193876460e-05,-2.682435779790669911e-05,1.308146174388324479e+00
3.410000000000000142e+01,7.967036810283337211e-07,-3.631723756479000864e-05,1.308146250062034222e+00
3.420000000000000284e+01,-6.765837075440152629e-06,-2.362416888927135888e-05,1.308145607418349510e+00
3.430000000000000426e+01,-2.080929147204235372e-05,4.254010117113980749e-05,1.308143630875231223e+00
3.439999999999999858e+01,1.572407758609027650e-06,3.399503474104791784e-05,1.308143780228088859e+00
3.450000000000000000e+01,1.002391765229167404e-05,4.125807417981221248e-06,1.308144732334264537e+00
3.460000000000000142e+01,2.382568002775795057e-05,-8.440298385700099187e-05,1.308146995379295907e+00
3.470000000000000284e+01,-2.739042983758064286e-05,5.680117849591378304e-05,1.308144393734873567e+00
3.480000000000000426e+01,1.020349971640895602e-05,-7.617300105009980338e-07,1.308145362899170827e+00
3.489999999999999858e+01,2.522748138981327319e-05,-3.854867279896086879e-05,1.308147759094493212e+00
3.500000000000000000e+01,1.558328560359546408e-05,-5.632143005008301978e-05,1.308149239252138996e+00
3.510000000000000142e+01,-2.771898351805229983e-05,-7.108440105147231791e-06,1.308146606396619838e+00
3.520000000000000284e+01,-2.656416755158932767e-05,2.774659475462785962e-05,1.308144083229905164e+00
3.530000000000000426e+01,-1.326413614694205503e-06,2.804595694885520657e-05,1.308143957242171584e+00
3.539999999999999858e+01,1.689353562451569035e-05,2.171577309432234232e-05,1.308145561852077865e+00
3.550000000000000000e+01,2.630224997935185459e-05,-2.632737456428717315e-05,1.308148060134783242e+00
3.560000000000000142e+01,-3.081328891416622306e-05,-1.006301308201923428e-07,1.308145133374821079e+00
3.570000000000000284e+01,2.034681476243533314e-05,4.410575757749987669e-05,1.308147065990346469e+00
3.580000000000000426e+01,4.757572075959936100e-06,2.565500053823728532e-05,1.308147517881481203e+00
3.589999999999999858e+01,-3.504459218391011571e-05,6.825286823096583799e-05,1.308144189224550002e+00
3.600000000000000000e+01,2.102625447598731843e-05,-2.003494352563733177e-05,1.308146186366539343e+00
3.610000000000000142e+01,8.674402791344513683e-06,-1.232253684245523950e-04,1.308147010290150014e+00
3.620000000000000284e+01,5.295024768746077817e-06,-2.070194316502061566e-05,1.308147513231270986e+00
3.630000000000000426e+01,-2.999050855659367645e-05,3.924678022576913450e-05,1.308144664619702136e+00
3.639999999999999858e+01,1.680524462243423306e-05,-2.508521847313475994e-05,1.308146260843047859e+00
3.650000000000000000e+01,-1.486470255915870245e-05,3.633407667791993534e-05,1.308144848938278759e+00
3.660000000000000142e+01,8.243351060377174938e-06,-7.272723416113478778e-06,1.308145631921483698e+00
3.670000000000000284e+01,-1.196631907564933879e-05,3.434609972670019107e-05,1.308144495317098643e+00
3.680000000000000426e+01,2.055916345346979826e-06,-9.553228511938356704e-06,1.308144690595261395e+00
3.689999999999999858e+01,3.149089814626342826e-05,-4.722616258504702680e-06,1.308147681712815258e+00
3.700000000000000000e+01,-6.721734363192548994e-06,-1.361681155283029493e-05,1.308147043258407027e+00
3.710000000000000142e+01,-1.514855729145992563e-05,9.042197523279754678e-06,1.308145604393650352e+00
3.720000000000000284e+01,-4.863245318783215518e-06,-4.944006637646811142e-06,1.308145142465195310e+00
3.730000000000000426e+01,-2.738354250030961348e-06,4.361746259662780539e-05,1.308144882366468531e+00
3.739999999999999858e+01,2.007056921191768817e-05,-2.224954434303615114e-06,1.308146788738646427e+00
3.750000000000000000e+01,9.591387279311467881e-06,-1.081110536959792312e-05,1.308147699762002736e+00
3.760000000000000142e+01,-1.115084238148241272e-06,-5.618889065908336256e-06,1.308147593847378332e+00
3.770000000000000284e+01,-3.185972184447912262e-06,1.266134968618513879e-06,1.308147291232479859e+00
3.780000000000000426e+01,-6.829589410190222559e-06,1.363351581996647549e-05,1.308146642533991155e+00
3.789999999999999858e+01,-8.956788645329231274e-06,-3.976383783726306076e-06,1.308145791787051593e+00
3.800000000000000000e+01,7.987868871312669983e-06,1.155939973139594873e-05,1.308146550502716776e+00
3.810000000000000142e+01,-1.379930433402531444e-05,-1.768944111060679475e-05,1.308145239797156023e+00
3.820000000000000284e+01,7.628330685471602229e-07,4.268252493832939976e-05,1.308145312253712556e+00
3.830000000000000426e+01,1.723134665542456513e-05,-2.331046357982938244e-06,1.308146948945184906e+00
3.840000000000000568e+01,-1.091287947944680897e-05,6.246972169332565272e-06,1.308145912402948419e+00
3.850000000000000000e+01,1.651687491955895065e-05,-2.683620701114577262e-05,1.308147481231354492e+00
3.860000000000000142e+01,-2.950118579995780407e-05,4.002173221294338251e-05,1.308144679107038133e+00
3.870000000000000284e+01,1.584086204036946367e-05,-5.926405909952719986e-05,1.308146183724653300e+00
3.880000000000000426e+01,-1.975115758161066423e-06,1.519259683046420006e-05,1.308145996121231613e+00
3.890000000000000568e+01,6.758964310362401695e-06,1.573060884128060083e-05,1.308146638111057580e+00
3.900000000000000000e+01,1.415822811289902186e-05,-3.488604623370396285e-05,1.308147982907986284e+00
3.910000000000000142e+01,-2.061400130530717002e-05,3.021737832367005216e-06,1.308146024917440808e+00
3.920000000000000284e+01,3.173871337342035366e-05,2.563256816065853649e-05,1.308149039572204853e+00
3.930000000000000426e+01,-1.011896534503582863e-05,1.605593679812004210e-05,1.308148078437971984e+00
3.940000000000000568e+01,-8.311078999277601159e-06,-3.286310417897203573e-05,1.308147289023494864e+00
3.950000000000000000e+01,1.131664297514853139e-05,-5.030866256444145590e-05,1.308148363917809975e+00
3.960000000000000142e+01,-1.563313659360895946e-05,-1.838458367193606530e-05,1.308146879025404941e+00
3.970000000000000284e+01,-4.140925933402133524e-06,-3.560756058379726391e-05,1.308146485704930084e+00
3.980000000000000426e+01,-5.191289956504646294e-06,6.063205850495145127e-05,1.308145992616431386e+00
3.990000000000000568e+01,2.070449530509454322e-07,5.544118549857205563e-05,1.308146012282310089e+00
4.000000000000000000e+01,2.105466478905079937e-05,2.241356024222738302e-05,1.308148012127073434e+00
4.010000000000000142e+01,8.907278920750483914e-06,-2.003764828834540823e-05,1.308148858170657736e+00
4.020000000000000284e+01,-1.538308710597835298e-05,-3.554324638263290509e-05,1.308147397031906189e+00
4.030000000000000426e+01,-1.845637375855733488e-05,-3.515143392024671493e-05,1.308145643979953698e+00
4.040000000000000568e+01,8.581507095525636383e-06,3.930129626267091225e-05,1.308146459082898394e+00
4.050000000000000000e+01,2.569642111982300622e-06,3.579417978559831792e-06,1.308146703156603863e+00
4.060000000000000142e+01,3.734486495338400908e-06,3.335481584344681533e-05,1.308147057871319907e+00
4.070000000000000284e+01,1.602233267511323639e-05,-3.310549286211512260e-05,1.308148579727507643e+00
4.080000000000000426e+01,-2.947426836801296177e-05,-1.297190962679887344e-05,1.308145780157362381e+00
4.090000000000000568e+01,-5.501507561399363727e-06,2.504672636271122049e-05,1.308145257604585776e+00
4.100000000000000000e+01,1.952926704771088505e-05,-1.671544281966336198e-05,1.308147112562477732e+00
4.110000000000000142e+01,-2.351364616794767055e-05,-1.266398622267080054e-05,1.308144879153167350e+00
4.120000000000000284e+01,3.903824470851812584e-06,3.145239022797705758e-05,1.308145249952354705e+00
4.130000000000000426e+01,-2.406773882957001856e-06,6.399724213545718299e-07,1.308145021348613435e+00
4.140000000000000568e+01,1.936490150395743515e-05,-4.063023064592840433e-05,1.308146860694291425e+00
4.150000000000000000e+01,-9.762490383833982363e-06,-4.301323194563257124e-05,1.308145933417734552e+00
4.160000000000000142e+01,-1.291055662381006969e-06,3.884989692375020315e-05,1.308145810788441388e+00
4.170000000000000284e+01,2.092621517830214710e-05,2.143307786231941209e-05,1.308147798436194664e+00
4.180000000000000426e+01,8.208784671376052194e-06,-5.949493477162663690e-06,1.308148578135849949e+00
4.190000000000000568e+01,-5.089308228786899868e-06,-2.242115376556788608e-06,1.308148094735096079e+00
4.200000000000000000e+01,-1.136525825222054961e-05,-6.163942944750061548e-06,1.308147015222083542e+00
4.210000000000000142e+01,5.203665491000913218e-06,-1.675682595338092579e-05,1.308147509484993698e+00
4.220000000000000284e+01,1.219027482452731542e-06,-5.853523216111169991e-07,1.308147625272686243e+00
4.230000000000000426e+01,-3.177146778236459267e-05,4.008234657908085058e-05,1.308144607502689460e+00
4.240000000000000568e+01,1.457490157611763572e-05,3.691429347366798064e-06,1.308145991878128633e+00
4.250000000000000000e+01,1.523539336489745759e-05,3.079327471973598851e-05,1.308147438989395672e+00
4.260000000000000142e+01,-5.197465745059460379e-06,-2.945457802643654949e-05,1.308146945316293053e+00
4.270000000000000284e+01,-3.613121487538529034e-06,-4.676973225805746565e-05,1.308146602129315328e+00
4.280000000000000426e+01,-1.252905728000739891e-05,3.245812585704697245e-05,1.308145412073661751e+00
4.290000000000000568e+01,-7.597680459832823613e-07,5.643111268652679230e-05,1.308145339908197036e+00
4.300000000000000000e+01,2.386416358322721899e-05,-5.913700993320520488e-05,1.308147606607130253e+00
4.310000000000000142e+01,-2.151757700451727671e-05,2.392079211490164004e-06,1.308145562790924643e+00
4.320000000000000284e+01,-4.528360716174982536e-06,5.888640555899282009e-05,1.308145132671151734e+00
4.330000000000000426e+01,-1.301439609957587631e-06,-1.308998694529283496e-05,1.308145009056040919e+00
4.340000000000000568e+01,9.596416671837394718e-06,-1.984249081232822981e-05,1.308145920556391228e+00
4.350000000000000000e+01,1.237737536812551914e-05,7.694876845270801069e-06,1.308147096202542325e+00
4.360000000000000142e+01,-1.074946135248486256e-05,-2.448374638699089834e-05,1.308146075181576773e+00
4.370000000000000284e+01,3.395868123486751010e-05,-4.654940692664331914e-05,1.308149300697300843e+00
4.380000000000000426e+01,-2.418266720221814992e-05,-2.252557203535465041e-05,1.308147003738378444e+00
4.390000000000000568e+01,-2.486025514822657809e-05,7.899595688605400706e-05,1.308144642418357595e+00
4.400000000000000000e+01,9.865652955169060961e-06,-4.176056324880529635e-05,1.308145579492483668e+00
4.410000000000000142e+01,9.096729141104802768e-06,-8.508216914477652326e-06,1.308146443532796743e+00
4.420000000000000284e+01,-5.952727289396065810e-06,2.597630761437975250e-05,1.308145878121012018e+00
4.430000000000000426e+01,-1.195889795136415371e-05,8.950893526843417547e-06,1.308144742222248302e+00
4.440000000000000568e+01,8.338902350063471733e-06,7.868052364243434404e-06,1.308145534280679367e+00
4.450000000000000000e+01,1.141599336654491696e-05,-8.598686086456162891e-06,1.308146618611898182e+00
4.460000000000000142e+01,-3.717199224574424185e-06,-2.822848674588571832e-05,1.308146265539125830e+00
4.470000000000000284e+01,1.263042938638280627e-05,-4.400891513179835957e-05,1.308147465223284733e+00
4.480000000000000426e+01,-1.978303368490902554e-05,1.073675040155503552e-05,1.308145586156063800e+00
4.490000000000000568e+01,4.811703470703528746e-06,1.147949745235535279e-05,1.308146043189635233e+00
4.500000000000000000e+01,-9.026311347079714331e-07,6.928343866090605485e-05,1.308145957454388775e+00
4.510000000000000142e+01,6.378760193152810398e-06,1.961523987650034412e-05,1.308146563331273216e+00
4.520000000000000284e+01,3.798127665855920848e-07,3.446244876791071388e-05,1.308146599407192134e+00
4.530000000000000426e+01,2.477372153669591195e-05,-7.798436993356958058e-05,1.308148952497750095e+00
4.540000000000000568e+01,-4.201365781445463334e-05,-3.533164833339694222e-06,1.308144961890666869e+00
4.550000000000000000e+01,-1.030567580580146053e-05,3.143354013319162726e-05,1.308143983020906065e+00
4.560000000000000142e+01,1.551887174262400575e-05,7.128277046694782293e-05,1.308145457057073191e+00
4.570000000000000284e+01,2.264725550872050651e-05,-1.149766443292107865e-05,1.308147608167083975e+00
4.580000000000000426e+01,-7.774649057945299396e-06,-9.819735452306580653e-05,1.308146869705299142e+00
4.590000000000000568e+01,-2.633399151644481503e-05,-3.573496422698899111e-05,1.308144368408262759e+00
4.600000000000000000e+01,-1.305815390457510175e-05,1.083715100919264984e-05,1.308143128096667551e+00
4.610000000000000142e+01,7.020561280483188574e-06,2.621532545071282583e-05,1.308143794935205051e+00
4.620000000000000284e+01,3.091712822102547428e-06,8.354360777133949117e-05,1.308144088597132493e+00
4.630000000000000426e+01,5.869119060538871557e-05,-2.387803383211740960e-05,1.308149663282084818e+00
4.640000000000000568e+01,-1.907306650704779227e-05,-7.860261416788548450e-05,1.308147851656933591e+00
4.650000000000000000e+01,-3.740638068885611747e-06,-1.465886386687112464e-06,1.308147496357437101e+00
4.660000000000000142e+01,2.605017409415435851e-05,-1.483901529718972823e-06,1.308149970698670117e+00
4.670000000000000284e+01,-1.931070719217529291e-05,-9.601312719030932752e-06,1.308148136496622760e+00
4.680000000000000426e+01,-2.075890413769532900e-05,-3.418302902495444495e-06,1.308146164739186768e+00
4.690000000000000568e+01,-7.083510541194349211e-06,4.468816846182541158e-05,1.308145491921174353e+00
4.700000000000000000e+01,3.804117368225905585e-05,-1.712373984591019499e-05,1.308149105207577545e+00
4.710000000000000142e+01,-2.590026102877859490e-05,-7.137038112201704587e-06,1.308146645106871508e+00
4.720000000000000284e+01,-6.096863945714153799e-06,7.261508393353183211e-07,1.308146066004564068e+00
4.730000000000000426e+01,-1.685225211195081653e-05,6.737142311458773486e-05,1.308144465316560590e+00
4.740000000000000568e+01,5.182791797494882592e-05,-5.029216032784861179e-05,1.308149388109868916e+00
4.750000000000000000e+01,-2.041064699755275845e-05,-1.346426143001167725e-05,1.308147449433201936e+00
4.760000000000000142e+01,-3.242609610076634639e-05,7.000527962014446715e-06,1.308144369485235714e+00
4.770000000000000284e+01,1.028441254113639583e-05,1.011329087831618762e-05,1.308145346335650050e+00
4.780000000000000426e+01,9.019586690473414131e-06,-4.482255571877126477e-06,1.308146203048145662e+00
4.790000000000000568e+01,1.544606339821692070e-07,3.798845560168059854e-05,1.308146217719370341e+00
4.800000000000000000e+01,3.550203323535801488e-05,-3.600241717266906144e-05,1.308149589825915005e+00
4.810000000000000142e+01,-5.582383094484373240e-05,3.971314317701476332e-05,1.308144287478511636e+00
4.820000000000000284e+01,2.610985665470861271e-05,1.755010654276058235e-05,1.308146767482679884e+00
4.830000000000000426e+01,1.755299588033620156e-06,-2.686418337324945199e-05,1.308146934207005785e+00
4.840000000000000568e+01,1.946024156566569796e-07,-2.908796331449470252e-05,1.308146952691021436e+00
4.850000000000000000e+01,1.984620559765913617e-06,-2.437706700722779701e-05,1.308147141197383956e+00
4.860000000000000142e+01,-2.161637521002571921e-05,4.849691073433200217e-06,1.308145087995225442e+00
4.870000000000000284e+01,2.856561404930525391e-05,-2.761785837061131454e-05,1.308147801261075438e+00
4.880000000000000426e+01,-3.106235811101533753e-05,1.534031293829851011e-05,1.308144850842745122e+00
4.890000000000000568e+01,-1.334540369098244535e-05,4.399516990398824601e-05,1.308143583247517228e+00
4.900000000000000000e+01,2.822980927176424286e-05,6.931343629462509426e-06,1.308146264614270526e+00
4.910000000000000142e+01,1.236332213940373806e-05,-1.437781516520821729e-05,1.308147438926089867e+00
4.920000000000000284e+01,-1.056644379624762861e-05,-1.533039865664331813e-05,1.308146435287613096e+00
4.930000000000000426e+01,-9.792914031679774908e-06,4.151357724729680398e-05,1.308145505121354635e+00
4.940000000000000568e+01,1.102786082598171923e-05,4.092193535105287383e-05,1.308146552585882638e+00
4.950000000000000000e+01,3.077015512208255629e-06,-2.217174813745354661e-05,1.308146844851126644e+00
4.960000000000000142e+01,8.241077532226710051e-06,-1.669162913369142548e-05,1.308147627616892406e+00
4.970000000000000284e+01,-1.343663969661699174e-05,2.213368880009218553e-05,1.308146351358164594e+00
4.980000000000000426e+01,1.697128402673828314e-05,-3.906751397152966737e-05,1.308147963348540443e+00
4.990000000000000568e+01,-3.382822491974457439e-05,1.124300631456624788e-05,1.308144750224569108e+00
5.000000000000000000e+01,3.647063319465342936e-05,3.573289580325548359e-05,1.308148214332541137e+00
5.010000000000000142e+01,-1.908405732803809124e-06,-4.251208686358032285e-05,1.308148033065695603e+00
5.020000000000000284e+01,2.081085724908423099e-06,-3.754773336750363150e-05,1.308148230734548445e+00
5.030000000000000426e+01,-3.867033672101151398e-05,4.536745734948915976e-05,1.308144557685728460e+00
5.040000000000000568e+01,3.163565133288380460e-05,-4.659952548316092374e-05,1.308147562550047160e+00
5.050000000000000000e+01,-3.164248223609385062e-05,6.266378424663390789e-05,1.308144557032293598e+00
5.060000000000000142e+01,4.553580292364443199e-05,-1.085662843024626928e-04,1.308148882179359873e+00
5.070000000000000284e+01,-5.550675220515025217e-05,2.706730240299021206e-05,1.308143609938621443e+00
5.080000000000000426e+01,4.442331959353244299e-05,4.819911940474094075e-05,1.308147829429170184e+00
5.090000000000000568e+01,1.124949462849404724e-06,-1.986787160350358267e-05,1.308147936280863677e+00
5.100000000000000000e+01,4.962894667845298841e-06,3.177622078225084135e-05,1.308148407674538216e+00
5.110000000000000142e+01,-1.046486241508808729e-05,3.117369850465321474e-05,1.308147413685140981e+00
5.120000000000000284e+01,6.898410971336362690e-06,-3.099721758709813452e-05,1.308148068919769536e+00
5.130000000000000426e+01,-6.507697920060933477e-06,-6.768045020063423456e-05,1.308147450795768885e+00
5.140000000000000568e+01,-1.031090244464042023e-05,2.381581044645815493e-05,1.308146471427930502e+00
5.150000000000000000e+01,4.571044992497230036e-06,-1.558451256299369508e-05,1.308146905602423971e+00
5.160000000000000142e+01,-1.696537361382745475e-05,2.304039908762080258e-05,1.308145294168732153e+00
5.170000000000000284e+01,2.071825923042410096e-05,5.311402858740842114e-05,1.308147262063863447e+00
5.180000000000000426e+01,2.952686165409723618e-05,-6.375930788081202866e-05,1.308150066627534525e+00
5.190000000000000568e+01,-4.761102156326454948e-05,-1.069221550313408098e-05,1.308145544358497059e+00
5.200000000000000000e+01,-5.133244910904971592e-06,3.025978615924830584e-05,1.308145056784042026e+00
5.210000000000000142e+01,3.455828135235381252e-05,2.026818784316847255e-05,1.308148339253637493e+00
5.220000000000000284e+01,-2.362203895510872273e-05,3.315924317507951830e-05,1.308146095548996302e+00
5.230000000000000426e+01,6.147593010987937798e-06,-1.943093405542065111e-05,1.308146679468402462e+00
5.240000000000000568e+01,8.570003055996706920e-07,4.414813844107016994e-05,1.308146760869276726e+00
5.250000000000000000e+01,-5.852940687652323157e-06,-8.287057831866950774e-07,1.308146204937403745e+00
5.260000000000000142e+01,-2.748191381617744872e-05,1.101096315632692918e-05,1.308143594613628391e+00
5.270000000000000284e+01,1.306724938225038019e-05,2.255256338723043291e-05,1.308144835784009308e+00
5.280000000000000426e+01,2.427720269509189670e-05,-9.046201548274478144e-05,1.308147141711299977e+00
5.290000000000000568e+01,2.703591389286970695e-05,-2.888541872100684749e-05,1.308149709678077643e+00
5.300000000000000000e+01,-2.443761791199954535e-05,7.655540912292896349e-06,1.308147388504415920e+00
5.310000000000000142e+01,-3.815459148458948471e-06,9.798427358284275690e-06,1.308147026098387400e+00
5.320000000000000284e+01,3.751678316632651999e-06,-2.660093726881192916e-05,1.308147382446168683e+00
5.330000000000000426e+01,-3.743267833412671983e-05,3.541946243424722029e-05,1.308143826954291100e+00
5.340000000000000568e+01,2.331852407298708359e-05,-8.611041587201079262e-06,1.308146041829777895e+00
5.350000000000000000e+01,1.942281525447856795e-05,1.821404467307590619e-05,1.308147886677963001e+00
5.360000000000000142e+01,-1.026594096292668748e-06,-1.912980653627494032e-05,1.308147789168450537e+00
5.370000000000000284e+01,-6.431801150495004490e-06,1.228256847754689851e-05,1.308147178253019183e+00
5.380000000000000426e+01,-2.399959865647706414e-05,3.647433397292992180e-05,1.308144898686669277e+00
5.390000000000000568e+01,6.685091402005953476e-06,3.508322816514128362e-06,1.308145533659373472e+00
5.400000000000000000e+01,1.305458000682661185e-05,4.505444336128702071e-05,1.308146773627708370e+00
5.410000000000000142e+01,7.819980069333036521e-06,-4.287597107335491819e-05,1.308147516394926990e+00
5.420000000000000284e+01,-1.361685234693016389e-05,2.486343270817481521e-06,1.308146223020071330e+00
5.430000000000000426e+01,2.204853230443424433e-05,-3.918184625723800801e-05,1.308148317264406835e+00
5.440000000000000568e+01,-2.269364094006518992e-06,1.980179543275509962e-05,1.308148101712217626e+00
5.450000000000000000e+01,8.425050437736074718e-06,-2.158916675086639675e-05,1.308148901952658427e+00
5.460000000000000142e+01,-1.713721822970792723e-05,-4.878224321264515440e-05,1.308147274199275678e+00
5.470000000000000284e+01,-5.842621499014622258e-06,2.214287985725059416e-05,1.308146719245653955e+00
5.480000000000000426e+01,-9.251631345041835125e-06,2.029216075571244060e-05,1.308145840492464851e+00
5.490000000000000568e+01,-3.537607897417523010e-05,2.200089559499344982e-05,1.308142480348202019e+00
5.500000000000000000e+01,4.076817691886784785e-05,-2.008058829764368391e-05,1.308146352650147781e+00
5.510000000000000142e+01,-1.637480233617123228e-05,4.782675356915407072e-05,1.308144797313810503e+00
5.520000000000000284e+01,3.217772754676153854e-05,-6.405508672663231401e-05,1.308147853662960491e+00
5.530000000000000426e+01,-6.479271369897246502e-06,-1.475873035139060874e-05,1.308147238238540178e+00
5.540000000000000568e+01,-1.051050761187661067e-05,-6.440628668984843541e-07,1.308146239912433284e+00
5.550000000000000000e+01,2.779898718966995579e-05,-5.047334593584907464e-05,1.308148880361225563e+00
5.560000000000000142e+01,-1.478479278454276555e-05,1.150934335359191096e-06,1.308147476045490309e+00
5.570000000000000284e+01,-1.835780822676512380e-05,1.511033513125134564e-05,1.308145732351480017e+00
5.580000000000000426e+01,-1.723437873056088768e-06,4.834311080827678742e-05,1.308145568652931523e+00
5.590000000000000568e+01,-1.183903287275576630e-06,-9.992814101005692562e-06,1.308145456201567747e+00
5.600000000000000000e+01,1.823329684823900981e-05,-4.862713617095112267e-05,1.308147188065927446e+00
