time_s,x_m,y_m,theta_rad
2.870000000000000284e+01,4.875334894256624807e+00,3.608038952686851708e+00,6.758095203437612941e-01
2.880000000000000071e+01,4.875334953634084201e+00,3.608039000292965426e+00,6.758081468014290882e-01
2.890000000000000213e+01,4.875337297078851329e+00,3.608040879153818992e+00,6.758069368760093454e-01
2.900000000000000000e+01,4.875335242514450940e+00,3.608039231907377964e+00,6.758079525173804614e-01
2.910000000000000142e+01,4.875335788053612340e+00,3.608039669294159868e+00,6.758037311073226139e-01
2.920000000000000284e+01,4.875334832840029442e+00,3.608038903456963542e+00,6.758030905870411331e-01
2.930000000000000071e+01,4.875335087855727778e+00,3.608039107914118304e+00,6.758067325614587340e-01
2.940000000000000213e+01,4.875335700264553651e+00,3.608039598912519796e+00,6.758102718360801120e-01
2.950000000000000000e+01,4.875337033841877776e+00,3.608040668115077398e+00,6.758099852222065884e-01
2.960000000000000142e+01,4.875336546106236568e+00,3.608040277070718727e+00,6.758033678261052835e-01
2.970000000000000284e+01,4.875334316810178592e+00,3.608038489746290267e+00,6.758065678179622227e-01
2.980000000000000071e+01,4.875334563418200595e+00,3.608038687464054206e+00,6.758093836184656533e-01
2.990000000000000213e+01,4.875334594274411515e+00,3.608038712203136988e+00,6.758113676361720001e-01
3.000000000000000000e+01,4.875335500521906340e+00,3.608039438793412490e+00,6.758090732325172656e-01
3.010000000000000142e+01,4.875335143440827856e+00,3.608039152502503288e+00,6.758166483668309743e-01
3.020000000000000284e+01,4.875335620430766070e+00,3.608039534936664516e+00,6.758141909221270227e-01
3.030000000000000071e+01,4.875336274107778145e+00,3.608040059029818725e+00,6.758105830128442459e-01
3.040000000000000213e+01,4.875335651735794862e+00,3.608039560039525195e+00,6.758082155563115423e-01
3.050000000000000000e+01,4.875336135156079109e+00,3.608039947622620147e+00,6.758062048639216224e-01
3.060000000000000142e+01,4.875334053884003538e+00,3.608038278965810974e+00,6.758105226268096288e-01
3.070000000000000284e+01,4.875334265440116610e+00,3.608038448582112423e+00,6.758110001690196267e-01
3.080000000000000071e+01,4.875334142137495164e+00,3.608038349723446725e+00,6.758111349563351578e-01
3.090000000000000213e+01,4.875334723536959736e+00,3.608038815864316629e+00,6.758137851824892461e-01
3.100000000000000000e+01,4.875336439115494969e+00,3.608040191348235393e+00,6.758106559854929474e-01
3.110000000000000142e+01,4.875333459470918562e+00,3.608037802400813288e+00,6.758134332196481520e-01
3.120000000000000284e+01,4.875337031013939004e+00,3.608040665922561008e+00,6.758148936250721883e-01
3.130000000000000071e+01,4.875335881275509209e+00,3.608039744105063562e+00,6.758076531727991165e-01
3.140000000000000213e+01,4.875334273567674792e+00,3.608038455123859123e+00,6.758044267426444041e-01
3.150000000000000000e+01,4.875335561698294740e+00,3.608039487876916418e+00,6.758060469102523671e-01
3.160000000000000142e+01,4.875336961952648096e+00,3.608040610528410408e+00,6.758061452758997723e-01
3.170000000000000284e+01,4.875334059161556155e+00,3.608038283220228237e+00,6.758116917719536598e-01
3.180000000000000071e+01,4.875335625328608202e+00,3.608039538906463672e+00,6.758136953230908794e-01
3.190000000000000213e+01,4.875335435999508249e+00,3.608039387109807539e+00,6.758108550376156209e-01
3.200000000000000000e+01,4.875334912692936840e+00,3.608038967545539766e+00,6.758103857283432880e-01
3.210000000000000142e+01,4.875336243062582398e+00,3.608040034176573485e+00,6.758119812838133678e-01
3.220000000000000284e+01,4.875336236106734944e+00,3.608040028599666993e+00,6.758070616344971082e-01
3.230000000000000426e+01,4.875334991506989013e+00,3.608039030741909237e+00,6.758103290592898382e-01
3.239999999999999858e+01,4.875334619799200908e+00,3.608038732723221287e+00,6.758178911743414341e-01
3.250000000000000000e+01,4.875336342099720888e+00,3.608040113608182331e+00,6.758093526042442400e-01
3.260000000000000142e+01,4.875336162800676831e+00,3.608039969854511586e+00,6.758070730580759689e-01
3.270000000000000284e+01,4.875334563481422023e+00,3.608038687600382044e+00,6.758060484236715348e-01
3.280000000000000426e+01,4.875334469263313153e+00,3.608038612061176931e+00,6.758069496702919787e-01
3.289999999999999858e+01,4.875333667407803162e+00,3.608037969173726101e+00,6.758108382881462539e-01
3.300000000000000000e+01,4.875335110211079126e+00,3.608039125950102122e+00,6.758119979490360141e-01
3.310000000000000142e+01,4.875335594132052641e+00,3.608039513937632226e+00,6.758058449591254346e-01
3.320000000000000284e+01,4.875332904356561414e+00,3.608037357415699642e+00,6.758082667558245049e-01
3.330000000000000426e+01,4.875334904227242028e+00,3.608038960815834972e+00,6.758137676012330175e-01
3.339999999999999858e+01,4.875335938948453851e+00,3.608039790414892423e+00,6.758152821062310966e-01
3.350000000000000000e+01,4.875336201949297177e+00,3.608040001279351205e+00,6.758118709452120010e-01
3.360000000000000142e+01,4.875335367269619802e+00,3.608039332068384120e+00,6.758146717049452468e-01
3.370000000000000284e+01,4.875336128291629656e+00,3.608039942227240893e+00,6.758161882302065049e-01
3.380000000000000426e+01,4.875335300829449992e+00,3.608039278797090521e+00,6.758149230651230299e-01
3.389999999999999858e+01,4.875335709074421153e+00,3.608039606112739328e+00,6.758164414280720678e-01
3.400000000000000000e+01,4.875332939178341540e+00,3.608037385306072320e+00,6.758154916679316448e-01
3.410000000000000142e+01,4.875335248458702253e+00,3.608039236803419314e+00,6.758128092321518121e-01
3.420000000000000284e+01,4.875335310617425755e+00,3.608039286639758370e+00,6.758091775083953090e-01
3.430000000000000426e+01,4.875334782746111983e+00,3.608038863417134756e+00,6.758068150915064187e-01
3.439999999999999858e+01,4.875333159199946031e+00,3.608037561739769306e+00,6.758110691016235849e-01
3.450000000000000000e+01,4.875333281879177250e+00,3.608037660098641908e+00,6.758144686050976402e-01
3.460000000000000142e+01,4.875334063942959872e+00,3.608038287127740773e+00,6.758148811858394334e-01
3.470000000000000284e+01,4.875335922816499412e+00,3.608039777503348144e+00,6.758064408874537854e-01
3.480000000000000426e+01,4.875333785807618447e+00,3.608038064158809011e+00,6.758121210053034122e-01
3.489999999999999858e+01,4.875334581883851826e+00,3.608038702419488875e+00,6.758120448323023943e-01
3.500000000000000000e+01,4.875336550130056068e+00,3.608040280476855877e+00,6.758081899650224544e-01
3.510000000000000142e+01,4.875337765940586543e+00,3.608041255255115765e+00,6.758025578220174800e-01
3.520000000000000284e+01,4.875335603291124364e+00,3.608039521367063962e+00,6.758018469780069371e-01
3.530000000000000426e+01,4.875333530739821342e+00,3.608037859716958451e+00,6.758046216374824500e-01
3.539999999999999858e+01,4.875333427252514618e+00,3.608037776746432446e+00,6.758074262331773552e-01
3.550000000000000000e+01,4.875334745289776173e+00,3.608038833483502739e+00,6.758095978104867729e-01
3.560000000000000142e+01,4.875336797393370780e+00,3.608040478765964121e+00,6.758069650730303968e-01
3.570000000000000284e+01,4.875334393333091931e+00,3.608038551311187891e+00,6.758069550100173073e-01
3.580000000000000426e+01,4.875335980796529967e+00,3.608039824059608769e+00,6.758113655857750368e-01
3.589999999999999858e+01,4.875336351982148209e+00,3.608040121660276434e+00,6.758139310858288784e-01
3.600000000000000000e+01,4.875333617809832099e+00,3.608037929506960673e+00,6.758207563726519318e-01
3.610000000000000142e+01,4.875335258265169891e+00,3.608039244778817878e+00,6.758187528782994002e-01
3.620000000000000284e+01,4.875335935037784729e+00,3.608039787394212272e+00,6.758064303414569318e-01
3.630000000000000426e+01,4.875336348157079058e+00,3.608040118612148905e+00,6.758043601471404038e-01
3.639999999999999858e+01,4.875334008285436838e+00,3.608038242630610348e+00,6.758082848251629748e-01
3.650000000000000000e+01,4.875335319433313330e+00,3.608039293845961559e+00,6.758057763033156196e-01
3.660000000000000142e+01,4.875334159684507007e+00,3.608038364019887201e+00,6.758094097109834664e-01
3.670000000000000284e+01,4.875334802831496894e+00,3.608038879665421472e+00,6.758086824386418945e-01
3.680000000000000426e+01,4.875333869217664429e+00,3.608038131138111559e+00,6.758121170486145468e-01
3.689999999999999858e+01,4.875334029620094434e+00,3.608038259742080367e+00,6.758111617257633874e-01
3.700000000000000000e+01,4.875336486539342928e+00,3.608040229593462378e+00,6.758106894641375817e-01
3.710000000000000142e+01,4.875335962109562438e+00,3.608039809128797959e+00,6.758093277829823053e-01
3.720000000000000284e+01,4.875334780217685626e+00,3.608038861542669284e+00,6.758102320027346011e-01
3.730000000000000426e+01,4.875334400787099121e+00,3.608038557332247542e+00,6.758097376020708591e-01
3.739999999999999858e+01,4.875334187140510700e+00,3.608038386040171464e+00,6.758140993483304770e-01
3.750000000000000000e+01,4.875335753042234543e+00,3.608039641519871665e+00,6.758138768528870743e-01
3.760000000000000142e+01,4.875336501360450825e+00,3.608040241492326494e+00,6.758127957423500920e-01
3.770000000000000284e+01,4.875336414361714610e+00,3.608040171740276580e+00,6.758122338534434670e-01
3.780000000000000426e+01,4.875336165792441889e+00,3.608039972447767418e+00,6.758123604669403761e-01
3.789999999999999858e+01,4.875335632948523568e+00,3.608039545235555590e+00,6.758137238185223383e-01
3.800000000000000000e+01,4.875334934141486443e+00,3.608038984959414996e+00,6.758133261801440028e-01
3.810000000000000142e+01,4.875335557353775329e+00,3.608039484626237581e+00,6.758144821201171881e-01
3.820000000000000284e+01,4.875334480735190823e+00,3.608038621434239701e+00,6.758127131760061079e-01
3.830000000000000426e+01,4.875334540251337501e+00,3.608038669151858890e+00,6.758169814284998855e-01
3.840000000000000568e+01,4.875335884634388606e+00,3.608039747032783406e+00,6.758167483238640694e-01
3.850000000000000000e+01,4.875335033215561609e+00,3.608039064394250595e+00,6.758173730210810248e-01
3.860000000000000142e+01,4.875336321855397337e+00,3.608040097582976724e+00,6.758146894003799199e-01
3.870000000000000284e+01,4.875334020179976413e+00,3.608038252186029471e+00,6.758186915736011935e-01
3.880000000000000426e+01,4.875335256076256840e+00,3.608039243089397718e+00,6.758127651676912873e-01
3.890000000000000568e+01,4.875335101977962715e+00,3.608039119539657502e+00,6.758142844273743455e-01
3.900000000000000000e+01,4.875335629310903585e+00,3.608039542335062855e+00,6.758158574882584535e-01
3.910000000000000142e+01,4.875336733931421307e+00,3.608040427980446108e+00,6.758123688836350507e-01
3.920000000000000284e+01,4.875335125629004729e+00,3.608039138510075627e+00,6.758126710574182683e-01
3.930000000000000426e+01,4.875337601879795812e+00,3.608041123866790656e+00,6.758152343142342922e-01
3.940000000000000568e+01,4.875336812400898445e+00,3.608040490891540664e+00,6.758168399079140798e-01
3.950000000000000000e+01,4.875336163973631898e+00,3.608039971004609381e+00,6.758135535974961750e-01
3.960000000000000142e+01,4.875337046896198956e+00,3.608040678897131315e+00,6.758085227312397025e-01
3.970000000000000284e+01,4.875335827196611405e+00,3.608039701000146149e+00,6.758066842728724932e-01
3.980000000000000426e+01,4.875335504120492658e+00,3.608039441974090877e+00,6.758031235168141526e-01
3.990000000000000568e+01,4.875335099093542901e+00,3.608039117246383043e+00,6.758091867226646565e-01
4.000000000000000000e+01,4.875335115247211526e+00,3.608039130197642219e+00,6.758147308412144616e-01
4.010000000000000142e+01,4.875336757927040132e+00,3.608040447236774195e+00,6.758169721972386856e-01
4.020000000000000284e+01,4.875337452869527688e+00,3.608041004418178321e+00,6.758149684324098461e-01
4.030000000000000426e+01,4.875336252685039895e+00,3.608040042154760929e+00,6.758114141077715686e-01
4.040000000000000568e+01,4.875334812719416711e+00,3.608038887652128768e+00,6.758078989643795387e-01
4.050000000000000000e+01,4.875335482250181762e+00,3.608039424449292820e+00,6.758118290940058337e-01
4.060000000000000142e+01,4.875335682733501486e+00,3.608039585188349996e+00,6.758121870358037020e-01
4.070000000000000284e+01,4.875335974097824376e+00,3.608039818792128539e+00,6.758155225173880787e-01
4.080000000000000426e+01,4.875337224155531501e+00,3.608040821043181356e+00,6.758122119681018170e-01
4.090000000000000568e+01,4.875334924575634332e+00,3.608038977335705333e+00,6.758109147771391712e-01
4.100000000000000000e+01,4.875334495348038644e+00,3.608038633199794010e+00,6.758134194497754654e-01
4.110000000000000142e+01,4.875336019018307709e+00,3.608039854818238634e+00,6.758117479054934762e-01
4.120000000000000284e+01,4.875334184484962918e+00,3.608038383967135942e+00,6.758104815068711746e-01
4.130000000000000426e+01,4.875334489061437182e+00,3.608038628163013239e+00,6.758136267458939583e-01
4.140000000000000568e+01,4.875334301285358052e+00,3.608038477611529515e+00,6.758136907431361307e-01
4.150000000000000000e+01,4.875335812131525337e+00,3.608039688948790680e+00,6.758096277200715818e-01
4.160000000000000142e+01,4.875335050461282904e+00,3.608039078276516598e+00,6.758053263968770707e-01
4.170000000000000284e+01,4.875334949732674339e+00,3.608038997517649005e+00,6.758092113865694639e-01
4.180000000000000426e+01,4.875336582398119845e+00,3.608040306512820372e+00,6.758113546943557148e-01
4.190000000000000568e+01,4.875337222847237584e+00,3.608040819997372139e+00,6.758107597450080384e-01
4.200000000000000000e+01,4.875336825779382544e+00,3.608040501645835452e+00,6.758105355334703690e-01
4.210000000000000142e+01,4.875335939061714363e+00,3.608039790714947070e+00,6.758099191391758742e-01
4.220000000000000284e+01,4.875336345051997533e+00,3.608040116219533466e+00,6.758082434565805263e-01
4.230000000000000426e+01,4.875336440160720208e+00,3.608040192473129792e+00,6.758081849213484205e-01
4.240000000000000568e+01,4.875333961345518219e+00,3.608038205078643479e+00,6.758121931560063800e-01
4.250000000000000000e+01,4.875335098478109863e+00,3.608039116784203859e+00,6.758125622989411552e-01
4.260000000000000142e+01,4.875336287141863068e+00,3.608040069806024874e+00,6.758156416264131661e-01
4.270000000000000284e+01,4.875335881637145263e+00,3.608039744686930561e+00,6.758126961686105050e-01
4.280000000000000426e+01,4.875335599741825732e+00,3.608039518674768242e+00,6.758080191953846905e-01
4.290000000000000568e+01,4.875334622222562864e+00,3.608038734947230708e+00,6.758112650079703965e-01
4.300000000000000000e+01,4.875334562945480066e+00,3.608038687421424306e+00,6.758169081192390015e-01
4.310000000000000142e+01,4.875336424818470960e+00,3.608040180208080372e+00,6.758109944182456585e-01
4.320000000000000284e+01,4.875334746017315091e+00,3.608038834218526336e+00,6.758112336261667963e-01
4.330000000000000426e+01,4.875334392714722576e+00,3.608038550955776191e+00,6.758171222667227473e-01
4.340000000000000568e+01,4.875334291176915080e+00,3.608038469546168248e+00,6.758158132680281982e-01
4.350000000000000000e+01,4.875335039886361521e+00,3.608039069834677814e+00,6.758138290189469322e-01
4.360000000000000142e+01,4.875336005566876629e+00,3.608039844079698355e+00,6.758145985066315031e-01
4.370000000000000284e+01,4.875335166896426209e+00,3.608039171665339939e+00,6.758121501319928059e-01
4.380000000000000426e+01,4.875337816349962772e+00,3.608041295886672550e+00,6.758074951913001227e-01
4.390000000000000568e+01,4.875335929613201280e+00,3.608039783194263883e+00,6.758052426340965813e-01
4.400000000000000000e+01,4.875333990007383100e+00,3.608038228121233093e+00,6.758131422297851687e-01
4.410000000000000142e+01,4.875334759724208489e+00,3.608038845249332383e+00,6.758089661734603126e-01
4.420000000000000284e+01,4.875335469452084958e+00,3.608039414275827639e+00,6.758081153517688788e-01
4.430000000000000426e+01,4.875335005019285184e+00,3.608039041916059730e+00,6.758107129825303705e-01
4.440000000000000568e+01,4.875334071985968798e+00,3.608038293851067557e+00,6.758116080718830077e-01
4.450000000000000000e+01,4.875334722586732283e+00,3.608038815475042238e+00,6.758123948771194156e-01
4.460000000000000142e+01,4.875335613261427170e+00,3.608039529581219540e+00,6.758115350085107664e-01
4.470000000000000284e+01,4.875335323245704622e+00,3.608039297059002948e+00,6.758087121598361779e-01
4.480000000000000426e+01,4.875336308673490215e+00,3.608040087128332019e+00,6.758043112683229658e-01
4.490000000000000568e+01,4.875334765193117370e+00,3.608038849650026414e+00,6.758053849433631743e-01
4.500000000000000000e+01,4.875335140603865192e+00,3.608039150634533065e+00,6.758065328931084359e-01
4.510000000000000142e+01,4.875335070180340402e+00,3.608039094172538430e+00,6.758134612369744998e-01
4.520000000000000284e+01,4.875335567850166640e+00,3.608039493184518332e+00,6.758154227609621811e-01
4.530000000000000426e+01,4.875335597483050343e+00,3.608039516943087222e+00,6.758188690058389847e-01
4.540000000000000568e+01,4.875337530316369516e+00,3.608041066629555260e+00,6.758110705688455955e-01
4.550000000000000000e+01,4.875334252411381186e+00,3.608038438547875426e+00,6.758107172523623030e-01
4.560000000000000142e+01,4.875333448362472843e+00,3.608037793896891721e+00,6.758138606063756049e-01
4.570000000000000284e+01,4.875334659141918436e+00,3.608038764652750086e+00,6.758209888834223467e-01
4.580000000000000426e+01,4.875336426066422035e+00,3.608040181324772444e+00,6.758198391169790709e-01
4.590000000000000568e+01,4.875335819492677025e+00,3.608039694991582724e+00,6.758100193815267387e-01
4.600000000000000000e+01,4.875333764913300172e+00,3.608038047722729846e+00,6.758064458851040790e-01
4.610000000000000142e+01,4.875332746112539972e+00,3.608037230900322800e+00,6.758075296002049592e-01
4.620000000000000284e+01,4.875333293858187034e+00,3.608037670055777468e+00,6.758101511327500033e-01
4.630000000000000426e+01,4.875333535073755442e+00,3.608037863451566629e+00,6.758185054935271774e-01
4.640000000000000568e+01,4.875338114132320655e+00,3.608041534797532979e+00,6.758161176901439360e-01
4.650000000000000000e+01,4.875336626057962697e+00,3.608040341711883592e+00,6.758082574287271882e-01
4.660000000000000142e+01,4.875336334212775569e+00,3.608040107724451939e+00,6.758081108400885162e-01
4.670000000000000284e+01,4.875338366651813082e+00,3.608041737235808899e+00,6.758079624499355731e-01
4.680000000000000426e+01,4.875336860026956209e+00,3.608040529297207755e+00,6.758070023186636410e-01
4.690000000000000568e+01,4.875335240412265847e+00,3.608039230771402650e+00,6.758066604883733453e-01
4.700000000000000000e+01,4.875334687754919294e+00,3.608038787678778725e+00,6.758111293052195823e-01
4.710000000000000142e+01,4.875337655726612596e+00,3.608041167269706140e+00,6.758094169312349742e-01
4.720000000000000284e+01,4.875335634985934696e+00,3.608039547133191860e+00,6.758087032274237016e-01
4.730000000000000426e+01,4.875335159307793376e+00,3.608039165756992794e+00,6.758087758425076474e-01
4.740000000000000568e+01,4.875333844492902635e+00,3.608038111600544884e+00,6.758155129848191223e-01
4.750000000000000000e+01,4.875337888091928029e+00,3.608041353611917579e+00,6.758104837687863853e-01
4.760000000000000142e+01,4.875336295652788365e+00,3.608040076864998280e+00,6.758091373426433623e-01
4.770000000000000284e+01,4.875333765765307525e+00,3.608038048519263352e+00,6.758098373954395388e-01
4.780000000000000426e+01,4.875334568155821557e+00,3.608038691839460022e+00,6.758108487245273466e-01
4.790000000000000568e+01,4.875335271863972864e+00,3.608039256041798204e+00,6.758104004989701208e-01
4.800000000000000000e+01,4.875335283914996154e+00,3.608039265703771203e+00,6.758141993445302420e-01
4.810000000000000142e+01,4.875338053776179237e+00,3.608041486472256754e+00,6.758105991028129367e-01
4.820000000000000284e+01,4.875333698400032389e+00,3.608037994524429415e+00,6.758145704171306667e-01
4.830000000000000426e+01,4.875335735484963351e+00,3.608039627782256620e+00,6.758163254277849141e-01
4.840000000000000568e+01,4.875335872432835060e+00,3.608039737582287465e+00,6.758136390094475754e-01
4.850000000000000000e+01,4.875335887615681152e+00,3.608039749755297620e+00,6.758107302131161065e-01
4.860000000000000142e+01,4.875336042455791663e+00,3.608039873899278049e+00,6.758082925064153867e-01
4.870000000000000284e+01,4.875334355942746889e+00,3.608038521734154180e+00,6.758087774755227040e-01
4.880000000000000426e+01,4.875336584635648229e+00,3.608040308594811840e+00,6.758060156896856796e-01
4.890000000000000568e+01,4.875334161141085865e+00,3.608038365562382666e+00,6.758075497209795612e-01
4.900000000000000000e+01,4.875333119929939230e+00,3.608037530770585199e+00,6.758119492379699444e-01
4.910000000000000142e+01,4.875335322417707395e+00,3.608039296632681747e+00,6.758126423723328502e-01
4.920000000000000284e+01,4.875336287002710378e+00,3.608040069997482835e+00,6.758112045908163390e-01
4.930000000000000426e+01,4.875335462609003301e+00,3.608039409034276002e+00,6.758096715509507302e-01
4.940000000000000568e+01,4.875334698565132463e+00,3.608038796458880704e+00,6.758138229086754212e-01
4.950000000000000000e+01,4.875335558956779280e+00,3.608039486287379471e+00,6.758179151022105646e-01
4.960000000000000142e+01,4.875335799024168359e+00,3.608039678765672331e+00,6.758156979273968190e-01
4.970000000000000284e+01,4.875336441990535619e+00,3.608040194273033574e+00,6.758140287644834876e-01
4.980000000000000426e+01,4.875335393666582640e+00,3.608039353767380053e+00,6.758162421333634429e-01
4.990000000000000568e+01,4.875336717760432315e+00,3.608040415379499599e+00,6.758123353819662782e-01
5.000000000000000000e+01,4.875334078485479061e+00,3.608038299318126807e+00,6.758134596825977614e-01
5.010000000000000142e+01,4.875336923918315080e+00,3.608040580673608666e+00,6.758170329721781000e-01
5.020000000000000284e+01,4.875336775025238545e+00,3.608040461296156298e+00,6.758127817634916878e-01
5.030000000000000426e+01,4.875336937391294256e+00,3.608040591474655834e+00,6.758090269901549929e-01
5.040000000000000568e+01,4.875333920327227233e+00,3.608038172534012933e+00,6.758135637358899661e-01
5.050000000000000000e+01,4.875336388535362886e+00,3.608040151446075150e+00,6.758089037833416857e-01
5.060000000000000142e+01,4.875333919785057368e+00,3.608038172118221976e+00,6.758151701617663987e-01
5.070000000000000284e+01,4.875337472476080514e+00,3.608041020535321941e+00,6.758043135333361429e-01
5.080000000000000426e+01,4.875333141816597049e+00,3.608037548448939980e+00,6.758070202635764190e-01
5.090000000000000568e+01,4.875336607734618077e+00,3.608040327248231982e+00,6.758118401755168758e-01
5.100000000000000000e+01,4.875336695503104778e+00,3.608040397617299444e+00,6.758098533883565295e-01
5.110000000000000142e+01,4.875337082708454339e+00,3.608040708060936907e+00,6.758130310104347727e-01
5.120000000000000284e+01,4.875336266241320438e+00,3.608040053450463081e+00,6.758161483802852532e-01
5.130000000000000426e+01,4.875336804453056061e+00,3.608040484969718076e+00,6.758130486585265384e-01
5.140000000000000568e+01,4.875336296723361329e+00,3.608040077892477715e+00,6.758062806135064493e-01
5.150000000000000000e+01,4.875335492263809023e+00,3.608039432918121125e+00,6.758086621945510464e-01
5.160000000000000142e+01,4.875335848897363711e+00,3.608039718849985533e+00,6.758071037432947792e-01
5.170000000000000284e+01,4.875334525254944928e+00,3.608038657619678347e+00,6.758094077832035307e-01
5.180000000000000426e+01,4.875336141695392200e+00,3.608039953606922090e+00,6.758147191860622849e-01
5.190000000000000568e+01,4.875338445373982310e+00,3.608041800610048089e+00,6.758083432552741687e-01
5.200000000000000000e+01,4.875334730754630641e+00,3.608038822406425705e+00,6.758072740337238704e-01
5.210000000000000142e+01,4.875334330257715898e+00,3.608038501307913037e+00,6.758103000123397708e-01
5.220000000000000284e+01,4.875337026496003645e+00,3.608040663031113038e+00,6.758123268311241327e-01
5.230000000000000426e+01,4.875335183506714465e+00,3.608039185398640214e+00,6.758156427554415924e-01
5.240000000000000568e+01,4.875335663140075937e+00,3.608039569951415171e+00,6.758136996620360826e-01
5.250000000000000000e+01,4.875335730003087065e+00,3.608039623559558429e+00,6.758181144758801384e-01
5.260000000000000142e+01,4.875335273359316268e+00,3.608039257437155811e+00,6.758180316053018499e-01
5.270000000000000284e+01,4.875333129232755525e+00,3.608037538345197248e+00,6.758191327016175309e-01
5.280000000000000426e+01,4.875334148732777706e+00,3.608038355749484616e+00,6.758213879579562100e-01
5.290000000000000568e+01,4.875336042824120142e+00,3.608039874381662848e+00,6.758123417564079194e-01
5.300000000000000000e+01,4.875338152163590344e+00,3.608041565562730035e+00,6.758094532145357825e-01
5.310000000000000142e+01,4.875336245538513857e+00,3.608040036918719551e+00,6.758102187686270135e-01
5.320000000000000284e+01,4.875335947856242136e+00,3.608039798250434860e+00,6.758111986113628511e-01
5.330000000000000426e+01,4.875336240562101686e+00,3.608040032929325847e+00,6.758085385176360038e-01
5.340000000000000568e+01,4.875333320059138664e+00,3.608037691409196501e+00,6.758120804638794166e-01
5.350000000000000000e+01,4.875335139368583981e+00,3.608039150055415423e+00,6.758112193597206607e-01
5.360000000000000142e+01,4.875336654736174502e+00,3.608040365011623951e+00,6.758130407641880222e-01
5.370000000000000284e+01,4.875336574641444543e+00,3.608040300794892907e+00,6.758111277835343600e-01
5.380000000000000426e+01,4.875336072832432421e+00,3.608039898466201212e+00,6.758123560403821450e-01
5.390000000000000568e+01,4.875334200386014061e+00,3.608038397216132509e+00,6.758160034737794586e-01
5.400000000000000000e+01,4.875334721954687645e+00,3.608038815391441556e+00,6.758163543060611289e-01
5.410000000000000142e+01,4.875335740468520029e+00,3.608039632000383357e+00,6.758208597503972959e-01
5.420000000000000284e+01,4.875336350578465705e+00,3.608040121169818981e+00,6.758165721532899406e-01
5.430000000000000426e+01,4.875335288196524175e+00,3.608039269388574333e+00,6.758168207876170674e-01
5.440000000000000568e+01,4.875337008414772022e+00,3.608040648601011924e+00,6.758129026029913167e-01
5.450000000000000000e+01,4.875336831359277312e+00,3.608040506645082690e+00,6.758148827825345428e-01
5.460000000000000142e+01,4.875337488679583942e+00,3.608041033660037922e+00,6.758127238658594438e-01
5.470000000000000284e+01,4.875336151635832671e+00,3.608039961672867779e+00,6.758078456415381741e-01
5.480000000000000426e+01,4.875335695793407531e+00,3.608039596200648624e+00,6.758100599295239208e-01
5.490000000000000568e+01,4.875334973980676168e+00,3.608039017483787081e+00,6.758120891455995372e-01
5.500000000000000000e+01,4.875332213941748982e+00,3.608036804599977110e+00,6.758142892351590714e-01
5.510000000000000142e+01,4.875335394666127087e+00,3.608039354783288299e+00,6.758122811763292992e-01
5.520000000000000284e+01,4.875334117105520448e+00,3.608038330488207990e+00,6.758170638516861617e-01
5.530000000000000426e+01,4.875336627599304862e+00,3.608040343317673759e+00,6.758106583430134595e-01
5.540000000000000568e+01,4.875336122086476820e+00,3.608039938019813153e+00,6.758091824699783423e-01
5.550000000000000000e+01,4.875335302055580300e+00,3.608039280557242989e+00,6.758091180636917050e-01
5.560000000000000142e+01,4.875337470935562578e+00,3.608041019463942067e+00,6.758040707290980942e-01
5.570000000000000284e+01,4.875336317419765031e+00,3.608040094638401030e+00,6.758041858225316556e-01
5.580000000000000426e+01,4.875334885135920615e+00,3.608038946311697082e+00,6.758056968560447464e-01
5.590000000000000568e+01,4.875334750672743134e+00,3.608038838506155255e+00,6.758105311671255278e-01
5.600000000000000000e+01,4.875334658304585567e+00,3.608038764449464697e+00,6.758095318857154643e-01
5.610000000000000142e+01,4.875336080867902488e+00,3.608039904995276270e+00,6.758046691720983601e-01
5.620000000000000284e+01,4.875333534234224331e+00,3.608037863241915222e+00,6.758133249325691816e-01
5.630000000000000426e+01,4.875335393819589136e+00,3.608039354183483649e+00,6.758140600522771768e-01
5.640000000000000568e+01,4.875336954207569740e+00,3.608040605242376131e+00,6.758108269906089038e-01
5.650000000000000000e+01,4.875334687476718720e+00,3.608038787877056119e+00,6.758133788581569545e-01
5.660000000000000142e+01,4.875335073814610176e+00,3.608039097627442349e+00,6.758136501386659001e-01
5.670000000000000284e+01,4.875337233245251589e+00,3.608040828974178549e+00,6.758120559660096838e-01
5.680000000000000426e+01,4.875336521880021756e+00,3.608040258631319386e+00,6.758083251625777166e-01
5.690000000000000568e+01,4.875337844760576189e+00,3.608041319253455725e+00,6.758046836864438633e-01
5.700000000000000000e+01,4.875334440816677883e+00,3.608038590154974745e+00,6.758072556290593003e-01
5.710000000000000142e+01,4.875335558940110836e+00,3.608039486610714164e+00,6.758100061860781160e-01
5.720000000000000284e+01,4.875336590213984245e+00,3.608040313439457414e+00,6.758112178816714222e-01
5.730000000000000426e+01,4.875335578272116166e+00,3.608039502108227214e+00,6.758095311598855126e-01
5.740000000000000568e+01,4.875336532426204350e+00,3.608040267105070420e+00,6.758121656793463217e-01
5.750000000000000000e+01,4.875335564899224927e+00,3.608039491382270647e+00,6.758159573306179446e-01
5.760000000000000142e+01,4.875337420332422234e+00,3.608040979002820059e+00,6.758072932988307135e-01
5.770000000000000284e+01,4.875334543726762782e+00,3.608038672683341996e+00,6.758098131867151803e-01
